Taxonomy,A2f,A7f,A11f,A14f,A3f,A6f,A10f,A15f,A1f,A8f,A9f,A16f,A4f,A5f,A12f,A13f,B2f,B7f,B11f,B14f,B3f,B6f,B10f,B15f,B1f,B8f,B9f,B16f,B4f,B5f,B12f,B13f,C2f,C7f,C11f,C14f,C3f,C6f,C10f,C15f,C1f,C8f,C9f,C16f,C4f,C5f,C12f,C13f,D2f,D7f,D11f,D14f,D3f,D6f,D10f,D15f,D1f,D8f,D9f,D16f,D4f,D5f,D12f,D13f,E2f,E7f,E11f,E14f,E3f,E6f,E10f,E15f,E1f,E8f,E9f,E16f,E4f,E5f,E12f,E13f,F2f,F7f,F11f,F14f,F3f,F6f,F10f,F15f,F1f,F8f,F9f,F16f,F4f,F5f,F12f,F13f,Tax_detail
Powellomycetaceae,0,0,4.27E-05,0,0.000256016,0,0,0,0,0,0,0,0,0,0,0,0,0,4.27E-05,4.27E-05,0.000128008,0,0,0,0,0,0,0,0,0,0,0.002517494,0.000384025,0,0.000128008,4.27E-05,0,0,0,8.53E-05,4.27E-05,0,0,0,0.000213347,0,0.000341355,0.000768049,0,0,0.001237413,0,0.000213347,0.000938727,0.017451784,0.000554702,0,0,0,4.27E-05,0.000256016,0.001621437,0.00849121,0.000341355,0,0,0,0,0,0.000554702,0.001536098,0,0.000128008,0,0,0,0,0.000640041,0.002432156,0,0,0,0,4.27E-05,0,0,0,8.53E-05,0.000298686,0,0,4.27E-05,0.000256016,0,8.53E-05,0,k__Fungi;p__Chytridiomycota;c__Spizellomycetes;o__Spizellomycetales;f__Powellomycetaceae;
Piskurozymaceae,0.001152074,0.010240655,0.004736303,0.007723161,0.007339136,0.002517494,0.004096262,0.00422427,0.005333675,0.003328213,0.004096262,0.002432156,0.004394948,0.005461683,0.010069978,0.002389486,0.003029527,0.011179382,0.008363202,0.012160778,0.005248336,0.002986858,0.009088582,0.002517494,0.005888377,0.004821642,0.004736303,0.005034989,0.003754907,0.006272401,0.013739546,0.004309609,0.003285544,0.007979177,0.00849121,0.008107186,0.012502133,0.000938727,0.003029527,0.005717699,0.002432156,0.00635774,0.003200205,0.00354156,0.009301929,0.004437617,0.015659669,0.00563236,0.003114866,0.009003243,0.010667349,0.006784434,0.007509814,0.003925585,0.011904762,0.007296467,0.006144393,0.007381806,0.009088582,0.002986858,0.007893839,0.008277863,0.014208909,0.005504352,0.005333675,0.005419013,0.008704557,0.004181601,0.00994197,0.004096262,0.013184844,0.002944188,0.004437617,0.002944188,0.011606076,0.000853388,0.003626899,0.004437617,0.008149855,0.00494965,0.004053593,0.008277863,0.005717699,0.010752688,0.011776754,0.004053593,0.006827104,0.005291005,0.006699095,0.004181601,0.005291005,0.003285544,0.005077658,0.006272401,0.009685953,0.00426694,k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Filobasidiales;f__Piskurozymaceae;
Leptosphaeriaceae,0.000256016,0.000128008,0,0,0.015403653,0,0,0.001237413,0,0,0,0.000810719,0,0.000640041,0.000128008,8.53E-05,0.000981396,0.000128008,0,8.53E-05,0.000170678,0,0,0.000768049,0.000469363,8.53E-05,8.53E-05,0.002176139,0,0.000128008,0,0.001066735,0.000768049,4.27E-05,0.000170678,0.000128008,0,0,0,0.000512033,0.000426694,8.53E-05,0.000213347,0.000170678,0,0,0,0.000256016,0,4.27E-05,8.53E-05,0.000256016,0.000213347,0,0.001536098,0.002048131,0.000170678,0.000341355,0,0.001066735,0,0.000298686,0,0,0.000426694,0.000170678,0,0.000341355,0,0.000981396,0,0.001365421,0.000981396,0,8.53E-05,0.000426694,0,0.000426694,0.000256016,0.00068271,0.000853388,0,0,0.000170678,0.000298686,0.002218809,0,0.001621437,0.002645503,0,8.53E-05,0.000810719,0,0.000256016,0.000213347,0.000426694,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Leptosphaeriaceae;
Ustilaginaceae,0,0.00068271,0.000512033,0,0.000469363,0.001280082,0.002986858,0.000213347,0,0.000810719,0.000128008,0,0.000213347,0.000384025,0.000853388,0.000128008,8.53E-05,0.00281618,0.000298686,0,0.000298686,0.001152074,0.001280082,0.000213347,0,0.000554702,0.000384025,0.000384025,0,0.000128008,0.000341355,0.000256016,4.27E-05,0.003413552,0.002346817,0.000170678,0.0020908,0.000298686,0.001962792,0.000426694,0,0.001322751,0.000896057,0,0.000256016,0,0.00072538,0.000213347,0,0.01484895,0.001152074,0,0.002304147,0.002304147,0.00140809,0.000341355,4.27E-05,0.004522956,0.003072197,0,0.000341355,0.000170678,0.001024066,0.000256016,0.000213347,0.001194743,0.010496672,8.53E-05,0.002048131,0.001152074,0.000810719,0.000128008,0,0.00213347,0.002304147,0,0.001280082,0.000341355,0.00072538,0,0.000810719,0.003840246,0.00213347,0,0.001066735,0.001152074,0.001664107,0.000213347,0,0.004437617,0.00140809,0,0.000298686,0.000469363,0.000810719,0.000426694,k__Fungi;p__Basidiomycota;c__Ustilaginomycetes;o__Ustilaginales;f__Ustilaginaceae;
Stephanosporaceae,0,0.000384025,0.014635603,0.000426694,8.53E-05,0.00145076,0,0,0,4.27E-05,0,0,0,0.000597372,0,0,0.000170678,0.001920123,0.000597372,0.000384025,0,0.000384025,8.53E-05,8.53E-05,0,0,4.27E-05,0.001365421,8.53E-05,4.27E-05,0,8.53E-05,0.000640041,0.000384025,0.001024066,0.000640041,0.000170678,0,0.014635603,0.000341355,0.000128008,8.53E-05,0,0.000128008,0,0,0,0,0,4.27E-05,0.001664107,0.001578768,4.27E-05,0,0.000341355,0.000426694,0.000128008,0.000256016,0.001194743,0.000128008,0,0.000128008,0,0,0.000469363,0.000469363,0.00068271,0.000469363,8.53E-05,0.001024066,0,0.000170678,0,8.53E-05,0,0.000384025,0.000170678,0,4.27E-05,4.27E-05,8.53E-05,0,0.000469363,0.000554702,0.000256016,0,0,4.27E-05,0.000298686,0,0,0.000426694,0.000384025,0.000640041,0,0,k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Stephanosporaceae;
Ascodesmidaceae,0.001920123,0.001962792,0.000810719,0.000810719,0.000341355,0.000896057,0.001237413,0.00145076,0.001365421,0.001024066,0.000298686,0.001621437,0.001066735,0.001024066,0.001280082,0.002602833,0.013824885,0.004522956,0.002986858,0.001877453,0.000170678,0.000981396,0.000938727,0.00422427,0.005034989,0.001152074,0.000597372,0.000512033,0.000896057,0.001365421,0.001536098,0.003285544,0.007125789,0.003029527,0.00140809,0.001877453,0.000981396,0.000213347,0.000170678,0.002005462,0.00285885,0.001194743,0.00072538,0.000981396,0.003029527,0.001194743,0.000384025,0.003157535,0.004394948,0.001365421,0.002474825,0.00072538,0.000640041,0.000640041,0.001706776,0.001365421,0.002261478,0.000938727,0.001706776,0.000981396,0.001792115,0.001280082,0.000469363,0.003925585,0.009600614,0.001578768,0.001536098,0.001280082,0.001194743,0.002005462,0.00145076,0.001365421,0.0020908,0.000426694,0.001664107,0.000128008,0.001578768,0.000768049,0.001493429,0.003072197,0.007851169,0.000469363,0.003925585,0.001194743,0.002176139,0.001109404,0.000810719,0.000981396,0.002602833,0.000554702,0.000853388,0.000640041,0.001621437,0.002346817,0.000554702,0.001322751,k__Fungi;p__Ascomycota;c__Pezizomycetes;o__Pezizales;f__Ascodesmidaceae;
Hyaloscyphaceae,0.000213347,0.000981396,0.000597372,0.000426694,0.000341355,0,0.000384025,0.002346817,8.53E-05,0.000853388,0.000213347,0.000298686,0,0.001066735,0.000597372,0.000469363,4.27E-05,0.000213347,0.001024066,0.00072538,8.53E-05,0.000298686,0.000170678,0.000256016,0.000896057,0.001621437,0.004693634,0.001365421,0.000298686,0.000213347,0.002005462,0.000170678,0.000896057,0.000384025,0.00072538,0.000341355,0,0,0,0.000384025,0.000810719,0.00213347,0.000170678,0.001749445,0.000128008,0,0.00068271,0.000597372,0,0.013782215,0.000170678,0.000128008,0,0,0.000256016,0.000512033,0.000256016,0.002048131,0.003370882,4.27E-05,0.000554702,0.000256016,0,0.000554702,0.000170678,0.000938727,0.000298686,0,0.001152074,8.53E-05,0,0.000170678,0.000256016,4.27E-05,0.00072538,0.000213347,0,0,0,0.000512033,0,0.000512033,0.00072538,0,0.000256016,0.000469363,0,0.000512033,0,0,0,0.000213347,0.000170678,0.000298686,0.000128008,0.000341355,k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Hyaloscyphaceae;
Amphisphaeriaceae,0.000384025,0.001322751,0.005845707,0.009259259,0.002730841,0.002432156,0.005888377,0.000768049,0.00145076,0.013227513,0.001024066,0.000768049,0.001066735,0.002176139,0.008107186,0.00068271,0.000597372,0.003413552,0.001664107,0.005589691,0.001621437,0.003072197,0.009045912,0.000938727,0.001237413,0.010923366,0.006912442,0.001877453,0.001493429,0.005973716,0.004437617,0.001066735,0.000597372,0.001066735,0.00281618,0.002602833,0.003498891,0.000981396,0.001621437,0.001024066,0.001152074,0.00145076,0.001834784,0.001066735,0.003370882,0.001109404,0.005120328,0.001493429,0.000512033,0.001024066,0.001066735,0.001194743,0.002901519,0.002176139,0.003114866,0.001834784,0.001280082,0.00285885,0.001792115,0.00068271,0.001194743,0.001877453,0.002005462,0.000640041,0.000384025,0.002176139,0.000810719,0.001109404,0.002517494,0.002261478,0.004736303,0.000213347,0.00145076,0.000938727,0.001493429,0.000384025,0.001365421,0.000512033,0.003584229,0.000512033,0.000469363,0.001152074,0.002176139,0.004522956,0.004437617,0.004138932,0.007125789,0.001365421,0.002432156,0.00068271,0.000981396,0.001578768,0.004181601,0.002474825,0.007211128,0.001237413,k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Xylariales;f__Amphisphaeriaceae;
Ascobolaceae,0.001109404,0,0.000597372,0,0.000810719,0.000256016,0.00708312,0.000554702,0.001152074,0.000512033,0.000384025,0.000469363,0.001920123,0.000213347,0.000213347,0.001194743,0.00140809,0.000298686,0,0.000256016,0,0.00140809,0.000384025,0.000128008,0.000512033,0.001578768,0.000170678,0.001536098,0.006187063,0.000298686,0.000938727,0.001920123,0.003029527,0.000981396,8.53E-05,0.000426694,0.000981396,8.53E-05,0.000512033,0.001877453,0,0.000170678,0.000384025,0.000170678,0.012587472,0,0.000512033,0.002688172,0.001322751,0,0.000256016,0.00072538,0.000768049,0.000512033,0.004565626,0.006187063,0.000426694,0.002048131,0,0.000426694,0.002261478,0.000554702,0.000768049,0.005717699,0.006144393,0.000426694,0.000341355,0.000213347,0.003242874,0.001365421,0.000554702,0.003370882,0.000853388,0.000170678,0.000768049,0.001280082,0.00213347,0.000128008,0.000938727,0.001280082,0.003242874,0,0.000597372,0.000768049,0.00285885,0.00072538,0.003626899,0.009771292,0.000981396,0.000213347,0,0.00285885,0.003072197,0.000128008,0.000170678,0.006016385,k__Fungi;p__Ascomycota;c__Pezizomycetes;o__Pezizales;f__Ascobolaceae;
Malasseziaceae,0.005248336,0,0,0.0098993,0.008064516,0,0,0.010325994,0.000170678,0,0,0.012160778,0.005162997,0,0,0,0,4.27E-05,0.006656426,0,0,0,0.009813961,0,0,0,0,0,0,0,0.008405871,0,0,0,0.000213347,0,0.000256016,0,0,0,0,0,0,0,0.000128008,0,0,0.000213347,0,0.000128008,0,0,0,0,0,0,0,0,0,0,0,0.000170678,8.53E-05,0.000170678,0,0,0,0,0,0,4.27E-05,4.27E-05,0,0,4.27E-05,8.53E-05,0,0,0,0,8.53E-05,4.27E-05,4.27E-05,0,0,0.000384025,0.000170678,0,0,0.000128008,0,0.011606076,0.000128008,0,0,0,k__Fungi;p__Basidiomycota;c__Malasseziomycetes;o__Malasseziales;f__Malasseziaceae;
Pezizomycotina_fam_Incertae_sedis,0.005205666,0.00567503,0.001621437,0.004394948,0.005120328,0.002346817,0.001664107,0.006741765,0.010710019,0.000597372,0.001280082,0.003882915,0.003797576,0.006869773,0.004096262,0.001749445,0.004309609,0.000768049,0.001322751,0.003285544,0.002645503,0.001237413,0.00213347,0.001578768,0.01062468,0.001920123,0.001493429,0.002645503,0.000512033,0.001536098,0.00072538,0.003498891,0.001322751,0.00426694,0.002432156,0.001664107,0.00145076,0.000810719,0.000853388,0.004138932,0.002005462,0.001152074,0.001962792,0.006144393,0.001152074,0.000298686,0.004352279,0.001365421,0.000810719,0.003754907,0.001194743,0.006443079,0.00068271,0.000810719,0.001152074,0.002176139,0.000426694,0.002389486,0.00068271,0.000512033,0.00072538,0.001152074,0.000640041,0.002048131,0.000768049,0.001749445,0.0020908,0.00213347,0.001280082,0.001322751,0.001578768,0.00145076,0.001621437,0.00072538,0.001365421,0.001066735,0.000981396,0.000554702,0.000853388,0.000810719,0.002261478,0.002432156,0.006016385,0.005034989,0.002986858,0.011776754,0.002517494,0.00354156,0.008576549,0.001024066,0.002048131,0.003797576,0.001792115,0.00140809,0.001493429,0.002346817,k__Fungi;p__Ascomycota;c__Pezizomycotina_cls_Incertae_sedis;o__Pezizomycotina_ord_Incertae_sedis;f__Pezizomycotina_fam_Incertae_sedis;
Clavariaceae,0.000938727,0.000896057,0.001194743,0.005717699,0.003626899,0.000810719,0.002389486,0.00140809,0.001706776,0.001365421,0.000426694,0.000640041,0.000469363,0.003498891,0.001578768,0.000128008,0.006997781,0.001664107,0.003285544,0.006229732,0.005205666,0.000170678,0.003754907,0.000170678,0.006784434,0.003968254,0.000554702,0.001792115,0.000981396,0.006101724,0.001664107,0.001280082,0.000768049,0.007339136,0.004906981,0.004821642,0.00068271,0,0.000768049,0.000298686,0.001920123,0.000554702,0.00068271,0.000896057,0.001322751,0.003072197,0.000896057,0.000128008,8.53E-05,0.004309609,0.011691415,0.000597372,0.000128008,0.000554702,0.000896057,0.000170678,0.006272401,0.005248336,0.000640041,0.000640041,0,0.001322751,0.000426694,0.000341355,0.000298686,0.006741765,0.001834784,0.002432156,0.000469363,0,0.001280082,0.000170678,0.001322751,0.000341355,0.00068271,0.000170678,0,0.000896057,0.000597372,0,4.27E-05,0.003242874,0.001194743,0.00494965,0.000256016,8.53E-05,0.000128008,0.000170678,0.000640041,0,0.000170678,0.0098993,0,0.000810719,0.000896057,8.53E-05,k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Clavariaceae;
Spizellomycetaceae,8.53E-05,0.00072538,0.000597372,0.000298686,0.000426694,0.000512033,8.53E-05,0.000426694,0.000640041,0,0,4.27E-05,0.000298686,0.00072538,0.000853388,0.001024066,0.000597372,0.000170678,0.000426694,0.000256016,0.001493429,0.001152074,0.001152074,0.000341355,0.000256016,0.000213347,0.000554702,0.001493429,0.000896057,0.005205666,8.53E-05,0.000384025,0.000597372,0.000554702,0.001322751,0.00072538,0.002730841,8.53E-05,0,0.003114866,0.000554702,0.000298686,4.27E-05,4.27E-05,0.001920123,0.000341355,0.002218809,0.001706776,0.000896057,0.000512033,0.001664107,8.53E-05,0.002773511,0.003072197,0.001621437,0.002304147,0.001536098,0.000128008,0.000597372,8.53E-05,0.001066735,0.000554702,0.003456221,0.001877453,0.000384025,0.001493429,0.011520737,0.000384025,0.001280082,0.001365421,0.000256016,0.000341355,0.001664107,0.000256016,0.000128008,0,0.001024066,0.001152074,0.002730841,0.00072538,0.000256016,0.000128008,0.000597372,0.000298686,0.006101724,8.53E-05,0.00072538,0.002602833,0.001920123,0.000426694,8.53E-05,4.27E-05,0.002048131,0.000426694,0.000298686,0.000341355,k__Fungi;p__Chytridiomycota;c__Spizellomycetes;o__Spizellomycetales;f__Spizellomycetaceae;
Ophiocordycipitaceae,0.002474825,0.00426694,0.001962792,0.005291005,0.009088582,0.00635774,0.000341355,0.004394948,0.010240655,0.005162997,0.010710019,0.004053593,0.006613757,0.006827104,0.005205666,0.005248336,0.003328213,0.000597372,0.001280082,0.002986858,0.003114866,8.53E-05,0.003029527,0.001877453,0.005205666,0.001152074,0.000981396,0.00567503,0.00499232,0.00635774,0.00072538,0.002688172,0.001237413,0.006571087,0.00563236,0.001280082,0.001877453,0.003498891,0.00213347,0.001194743,0.002176139,0.006699095,0.006443079,0.008747226,0.003200205,0.00281618,0.003157535,0.000810719,0.005504352,0.003840246,0.001664107,0.005760369,0.004565626,0.003584229,0.00072538,0.006869773,0.005760369,0.002005462,0.003456221,0.006528418,0.00567503,0.00426694,0.003456221,0.009003243,0.000384025,0.001194743,0.004309609,0,0.000512033,0,0.002346817,0,0.006997781,0.002304147,0.006997781,0,0.000128008,0.000170678,0.001280082,0.000213347,0.000128008,0.000341355,0,0.01130739,0.000256016,0.001024066,0.000170678,0.007723161,0,0.000810719,0.000256016,0.009472606,0.000298686,0.000853388,0,0,k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Ophiocordycipitaceae;
Pterulaceae,0,4.27E-05,0,0,0,0,0.000597372,0.000213347,8.53E-05,0,0,0.010752688,0,4.27E-05,0,4.27E-05,0,0,0,0,4.27E-05,0,0.000170678,0.002517494,4.27E-05,0,0,0.004864311,0,0,0,0.001920123,0,0,0,0,0,0,0,0.002986858,0,0,8.53E-05,0.000768049,0,0,0,0.001365421,0,0,0,0,0,0,0,0.005205666,0,0,0,0.007253798,0.000640041,0.000128008,0,0.000128008,0.000170678,0,0,0,0,0,0,0.002688172,0.000128008,0,0,0.005717699,0,0,0,0.000384025,0,0,0,0,0,0,0,0.000170678,0.000341355,0,0,0.000810719,0,0,0,0,k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Pterulaceae;
Sclerotiniaceae,0.000981396,0,0,0,0,4.27E-05,0,0,0,0,0,8.53E-05,0,0,0,0,4.27E-05,0,0,0,0,0,0,0,0,8.53E-05,0,0,0,0,0,0,0.000384025,0,0,0,0,0,0,0,0,0,0.000213347,0,0,0,0,0,0.000170678,0.000384025,4.27E-05,0.000256016,0,0,0,0.000128008,0,0,0,0,0,0,0,0,0.010155317,0,0.000170678,0,8.53E-05,0,8.53E-05,0,0,0,0,0,0,0,0,0,0,0,0,4.27E-05,0,0,8.53E-05,0,0,0,0,0,0,0,0,0,k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Sclerotiniaceae;
Debaryomycetaceae,0,0.000938727,0.001237413,0.001237413,0.002304147,0.000554702,0.000426694,0.001066735,0.001365421,0.00140809,0.00072538,0.001109404,0.002432156,0.001322751,0.00072538,0.002304147,0.000640041,0.001024066,0.001536098,0.001920123,0.002048131,0.001194743,0.000640041,0.000896057,0.00145076,0.001536098,0.001664107,0.000384025,0.002389486,0.001237413,0.002048131,0.002261478,0.000298686,0.002730841,0.002005462,0.001194743,0.009301929,0.000128008,0.000597372,0.001066735,0.000256016,0.002218809,0.000938727,0,0.005973716,0.001365421,0.007211128,0.00140809,0.000469363,0.000640041,0.001962792,0.001066735,0.001194743,0.000896057,0.000896057,0.003072197,0.001066735,0.002602833,0.001834784,8.53E-05,0.004480287,0.001834784,0.002688172,0.001706776,0.001280082,0.003285544,0.000981396,0.001706776,0.004522956,0.001706776,0.002048131,0.001066735,0.000896057,0.001706776,0.001024066,0,0.003882915,0.000896057,0.003200205,0.001578768,0.000640041,0.000768049,0.003285544,0.00567503,0.003200205,0.001365421,0.000853388,0.003072197,0.002602833,0.001066735,0.001152074,0.000640041,0.010069978,0.003242874,0.001962792,0.002560164,k__Fungi;p__Ascomycota;c__Saccharomycetes;o__Saccharomycetales;f__Debaryomycetaceae;
Rhizophydiales_fam_Incertae_sedis,0.00072538,0.002645503,0.001493429,0.002261478,0.00068271,0.000384025,0.002560164,0.002176139,0.001621437,0.003029527,0.002218809,0.001578768,0.000896057,0.00145076,0.00285885,0.001578768,0.001066735,0.002560164,0.003029527,0.001664107,0.000981396,0.007851169,0.002261478,0.001322751,0.001024066,0.004309609,0.001706776,0.002773511,0.004010923,0.005973716,0.00563236,0.003157535,0.001237413,0.00354156,0.009643284,0.003200205,0.002389486,8.53E-05,0.000469363,0.00281618,0.000938727,0.004778973,0.002218809,0.001109404,0.009387267,0.004138932,0.007168459,0.001706776,0.002730841,0.004650964,0.005205666,0.002261478,0.001365421,0.00140809,0.003285544,0.001877453,0.003413552,0.00567503,0.006741765,0.002560164,0.006912442,0.003626899,0.002474825,0.001664107,0.003968254,0.003584229,0.00849121,0.004309609,0.0020908,0.003498891,0.001536098,0.001749445,0.001749445,0.001322751,0.003925585,0.002261478,0.00285885,0.002261478,0.001152074,0.003029527,0.003712238,0.006656426,0.003072197,0.00354156,0.003029527,0.00140809,0.00068271,0.003029527,0.003157535,0.000810719,0.001664107,0.000981396,0.004053593,0.003242874,0.001706776,0.001578768,k__Fungi;p__Chytridiomycota;c__Rhizophydiomycetes;o__Rhizophydiales;f__Rhizophydiales_fam_Incertae_sedis;
Periconiaceae,0.001877453,0.00140809,0.00140809,0.002304147,0.001877453,0.001920123,0.001834784,0.002688172,0.002560164,0.000810719,0.00072538,0.002218809,0.001578768,0.002474825,0.001194743,0.003370882,0.003712238,0.001792115,0.00140809,0.003029527,0.0020908,0.00140809,0.001237413,0.001834784,0.003797576,0.000384025,0.001322751,0.002474825,0.00145076,0.001322751,0.001237413,0.005419013,0.001109404,0.001706776,0.002005462,0.00140809,0.00068271,0.000298686,0.000256016,0.002389486,0.002176139,0.002048131,0.001578768,0.00281618,0.003029527,0.000256016,0.0020908,0.003328213,0.001024066,0.002944188,0.00145076,0.001706776,0.002602833,0.000810719,0.001024066,0.002944188,0.004906981,0.003072197,0.002730841,0.002261478,0.002432156,0.000768049,0.000469363,0.004309609,0.003626899,0.00140809,0.003157535,0.001280082,0.004352279,0.001834784,0.000640041,0.003200205,0.009600614,0.000384025,0.001066735,0.002688172,0.001962792,0.000810719,0.000981396,0.00426694,0.003925585,0.001024066,0.00140809,0.001152074,0.001962792,0.000469363,0.002432156,0.002773511,0.00494965,0.003925585,0.000384025,0.002218809,0.002432156,0.000640041,0.001024066,0.002389486,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Periconiaceae;
Sordariomycetes_fam_Incertae_sedis,0.00140809,0.002773511,0.001066735,0.004906981,0.00853388,0.00213347,0.000298686,0.000512033,0.003840246,0.001152074,0.000341355,0.000981396,0.00145076,0.004437617,0.000213347,0.000341355,0.00072538,0.005333675,0.001664107,0.000810719,0.008789896,0.001664107,0.001322751,0.000170678,0.003882915,0.001834784,0.000213347,0.000170678,0.000896057,0.004309609,0.000853388,0.000213347,0.000853388,0.005717699,0.003626899,0.001920123,0.001749445,0.000298686,0.001109404,0.000170678,0.001365421,0.001792115,0.000810719,0.001194743,0.001536098,0.002730841,0.000384025,0,0.000170678,0.004565626,0.001621437,0.000170678,0.001877453,0,0.000640041,0.000128008,0.001749445,0.000384025,0.000128008,8.53E-05,0.001066735,0.001237413,0.000213347,0,8.53E-05,0.001194743,0.002688172,0.000597372,0.000768049,0.000597372,0.000810719,0.000170678,0.001792115,0.000426694,0.00140809,0.000128008,0.000170678,0.001536098,8.53E-05,0,0.000128008,0.001493429,0.002218809,0.003200205,0.001109404,0.000384025,0.000426694,0,0.000341355,4.27E-05,0.000469363,0.002432156,0.000128008,0.000170678,0,0,k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Sordariomycetes_ord_Incertae_sedis;f__Sordariomycetes_fam_Incertae_sedis;
Lentitheciaceae,0.001536098,0.000256016,0.00068271,0.001066735,0.001024066,0.000768049,0.007467145,0.003029527,0.000170678,0.000298686,4.27E-05,0.002432156,0.000298686,0.000554702,0.000384025,0.008576549,0.002986858,8.53E-05,0.000341355,0.002176139,0.000512033,0.000384025,0.000853388,0.000640041,0.000170678,0.000554702,0,0.00072538,0.000128008,8.53E-05,0.000256016,0.000640041,0.001834784,0.000597372,0.001536098,0.000768049,0.000341355,0,0.000256016,0.004693634,4.27E-05,0.000213347,0.000341355,0.001706776,0.000170678,8.53E-05,0.000597372,0.001194743,0.000426694,0.003968254,0.000512033,0.00140809,0.000298686,0.000256016,0.000469363,0.00426694,0.000512033,0.000298686,0,0.001664107,0.001834784,0,0.000128008,0.001024066,0.003456221,0.001237413,0.000341355,0.000341355,0.000426694,0.0020908,0.000298686,0.004138932,0.000256016,0.000426694,0.000597372,0.000597372,0.000128008,0,0.000810719,0.001024066,0.000384025,0.001066735,0.001706776,0.000640041,0,0.000341355,0.001024066,0.000298686,0.000170678,0.00068271,0.000597372,0.000341355,0,0.000597372,0.00281618,0.000512033,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Lentitheciaceae;
Pyronemataceae,0.000512033,0,0,0,0.000384025,0.000170678,0.007296467,0.000128008,0.001237413,0,0.000341355,0.000384025,0.000298686,0.000256016,8.53E-05,0.000128008,0.000938727,0,0.0020908,0.001194743,0.002389486,0.001365421,0.000426694,0.000256016,0.008277863,0,8.53E-05,0.001365421,0.002005462,0.001792115,0.000170678,4.27E-05,0.00072538,8.53E-05,0.000896057,8.53E-05,0.001920123,0,0.000170678,0.000213347,0.000341355,0,0,0.000256016,0.000810719,0,0.000640041,0.00068271,0.000469363,4.27E-05,0.000938727,0.000341355,0.000298686,0.000256016,0.001237413,0.000512033,0.002645503,8.53E-05,0.000170678,8.53E-05,0.000213347,0.000384025,0.000128008,0.000128008,8.53E-05,0.000512033,8.53E-05,0.005461683,0.004010923,0.000256016,0.000426694,0.000597372,8.53E-05,0,0.000853388,0.004437617,0.000640041,0,0.000426694,0,8.53E-05,8.53E-05,0.000256016,0.000170678,0.003754907,0,0.00068271,0.000341355,0.00068271,4.27E-05,0.000128008,0.000384025,0.001066735,0,0.001280082,0.004565626,k__Fungi;p__Ascomycota;c__Pezizomycetes;o__Pezizales;f__Pyronemataceae;
Psathyrellaceae,0.001066735,0.00068271,0.000981396,0.000853388,0.000938727,0.001109404,0.000170678,0.000554702,0.001322751,0.000170678,4.27E-05,0.00072538,0.000597372,0.000554702,0.001749445,0.000256016,0.001237413,0.001664107,0.002432156,0.002346817,0.000426694,0.000597372,0.000512033,0.002688172,0.00563236,0.000213347,0.000981396,0.00145076,0.00068271,0.000426694,0.001322751,0.001322751,0.001024066,0.001024066,0.002517494,0.001066735,0.000981396,0,0.000469363,0.000810719,0.002346817,0.001152074,0.00068271,0.000896057,0.003114866,0,0.001749445,0.001834784,0.002261478,0.001322751,0.002261478,0.001706776,0.000512033,0.000768049,0.001365421,0.000896057,0.006443079,0.002944188,0.000810719,0.002645503,0.008235194,0.001493429,0.001109404,0.001024066,0.001706776,0.002176139,0.000128008,0.000938727,0.000512033,0.000768049,0.000256016,0.000896057,0.001877453,0.000341355,0.000298686,0.004437617,0.000512033,0.000853388,0,0.000512033,0.001280082,0.000896057,0.003626899,0.004394948,0.000853388,0.000426694,0.001493429,0.001621437,0.003072197,0.000256016,0.000597372,0.001322751,0.003754907,0.001194743,0.000213347,0.001066735,k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Psathyrellaceae;
Trichosporonaceae,0,0,0,0,0,0,0,0.000341355,0,0,0,0,0,0,0.001578768,0,0,0,0.000298686,0,0,0,0.005120328,0,0,4.27E-05,0,0,0,0,8.53E-05,0,0.000170678,0,0,0,0,0,0.000810719,0,0,0,0,0,0,0,0,8.53E-05,0,0,0,0,0,0.000170678,0.000213347,0,0,0.000256016,0,0,0,0,0,0,0,0,0,0,0,0,8.53E-05,0,0,0,0,0,0,0,4.27E-05,0,0,0,0,0,0,8.53E-05,8.53E-05,0,0,0,0.0078085,0,4.27E-05,0,0,4.27E-05,k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Trichosporonales;f__Trichosporonaceae;
